scat SCAT WCSTools 3.9.5, 30 March 2017, Jessica Mink (jmink@cfa.harvard.edu)
 BSC   0.0000000   0.0000000 J2000 r= 180.00 at epoch 2000.0000
BSC_number    RA2000     Dec2000     Mag Type  Arcsec
  7156  284.7962500 -39.5347222   6.49  A0  283106.53
  7157  283.8337500  43.9461111   4.04  M5  288312.86
  7158  284.3191667   2.5352778   5.57  B9  272502.53
  7159  284.6025000 -22.5294444   6.14  A2  275521.80
  7160  281.4087500  79.9425000   6.39  A8  316873.31
  7161  285.8737500 -68.7552778   5.88  F8  303523.47
  7162  284.2566667  32.9013889   5.22  F9  281041.43
  7163  284.5991667   6.2402778   6.21  F5  271761.27
  7164  284.8616667 -18.5669444   6.37  G3  273341.72
  7165  284.5612500  17.3608333   5.38  F8  274016.63
  7166  284.8491667 -12.8405556   5.53  B5  271909.40
  7167  284.6954167  13.9066667   5.89  F0  272680.52
  7168  285.1033333 -24.9422222   6.36  K0  274802.93
  7169  285.2633333 -37.0608333   6.69  B9  280343.28
  7170  285.2679167 -37.0619444   6.40  B8  280330.94
  7171  284.6879167  19.7941667   6.50  B7  274311.65
  7172  284.7737500  13.6225000   5.23  F8  272343.27
  7173  284.8229167  10.1408333   6.75  B2  271489.78
  7174  284.5079167  38.2661111   5.89  B7  283163.72
  7175  284.1875000  57.8150000   5.66  K1  296994.74
  7176  284.9058333  15.0683333   4.02  K1  272224.57
  7177  285.5362500 -41.9100000   6.23  A0  282607.75
  7178  284.7358333  32.6894444   3.24  B9  279499.58
  7179  284.6941667  40.6791667   6.22  B3  284072.35
  7180  283.5995833  71.2972222   4.82  K0  308433.24
  7181  284.9395833  26.2305556   5.27  K2  275864.97
  7182  285.4075000 -22.6955556   6.24  K5  272921.99
  7183  284.9920833  22.8147222   6.29  M3  274338.38
  7184  284.3683333  58.2252778   6.46  A2  296969.37
  7185  284.8012500  39.2177778   6.41  B5  282904.20
  7186  285.3895833 -15.2825000   6.32  G6  270602.51
  7187  284.1066667  65.2580556   5.63  G8  302922.69
  7188  285.7787500 -42.0952778   4.75  B9  282093.08
  7190  285.9891667 -51.0186111   5.93  K0  288077.05
  7191  284.3225000  62.3966667   6.45  G5  300305.29
  7192  285.0037500  32.1455556   4.93  K2  278417.60
  7193  285.4200000  -5.7388889   4.02  K1  268773.09
  7194  285.6529167 -29.8802778   2.60  A2  275294.42
  7195  285.6154167 -24.8469444   5.65  K3  273102.39
  7196  284.7483333  50.8094444   6.30  G8  290674.29
  7197  285.8237500 -38.2533333   5.74  F0  279487.90
  7198  285.2729167  19.3097222   6.39  K1  272179.46
  7199  283.3883333  75.7875000   6.22  A1  312267.55
  7200  285.3441667  20.8336111   6.69  B2  272452.71
  7201  285.0791667  40.6841667   6.65  M4  283039.79
  7202  285.3225000  26.2913889   5.69  B5  274663.52
  7203  285.7658333 -19.2452778   6.05  G6  270490.27
  7204  285.2300000  33.8022222   6.01  K0  278609.13
  7205  285.7791667 -19.1033333   6.37  F5  270397.92
  7206  285.3954167  25.0258333   6.72  K2  273890.51
  7207  285.4562500  22.2638889   6.40  A4  272597.61
  7208  285.5900000   8.3741667   6.30  K2  268489.35
  7209  285.7270833  -3.6988889   5.42  A1  267503.49
  7210  285.0570833  50.5336111   5.38  B2  289784.11
  7211  286.1045833 -31.0469444   5.50  A0  274506.82
  7212  285.4512500  33.6213889   6.39  B5  277856.12
  7213  286.5829167 -52.3408333   5.16  F7  287848.71
  7214  285.8841667   1.8188889   5.83  A4  266846.57
  7215  285.3600000  46.9347222   5.01  A7  286486.35
  7216  285.7191667  19.6611111   6.09  K1  270787.90
  7217  286.1708333 -21.7416667   3.77  G9  270027.44
  7218  285.1808333  55.6583333   5.48  G5  293417.44
  7219  286.0445833   3.3305556   6.73  A5  266339.68
  7220  286.1008333  -5.6850000   6.90  C5  266329.78
  7221  287.4695833 -68.4247222   5.33  G8  301183.86
  7222  285.9270833  21.2677778   6.52  F2  270660.44
  7223  286.7316667 -48.2991667   5.97  A0  284251.39
  7224  284.7191667  69.5311111   6.52  A0  305648.76
  7225  286.2400000  -4.0313889   5.42  K1  265684.65
  7226  286.6045833 -37.0633333   4.93  F8  276547.58
  7227  286.6045833 -37.0633333   4.99  F8  276547.58
  7228  317.1925000 -88.9563889   5.47  F0  321243.78
  7229  285.5291667  52.2611111   6.31  G8  290046.84
  7230  286.4216667 -15.6602778   5.97  B9  267135.06
  7231  286.3275000  -1.5127778   6.53  F1  265242.06
  7232  286.7187500 -37.8102778   6.16  G5  276707.83
  7233  287.2170833 -55.7202778   6.49  K1  289451.63
  7234  286.7350000 -27.6705556   3.32  K1  270812.12
  7235  286.3525000  13.8633333   2.99  A0  266891.80
  7236  286.5620833  -4.8825000   3.44  B9  264599.05
  7237  286.2412500  31.7444444   5.56  M0  274466.68
  7238  286.2429167  30.7333333   6.06  M2  273917.84
  7239  286.7179167 -16.2288889   6.03  B8  266279.77
  7240  286.8787500 -28.6369444   6.04  K3  270851.29
  7241  286.7854167 -18.7377778   6.29  B8  266862.35
  7242  287.0870833 -40.4966667   4.59  K1  277520.40
  7243  286.5925000   8.2300000   6.09  M7  264899.67
  7244  286.4462500  29.9216667   6.31  M0  272864.82
  7245  286.7879167   0.6416667   6.56  B9  263567.40
  7246  287.0608333 -24.6569444   6.30  B9  268328.83
  7247  284.4883333  77.0508333   6.54  F2  312430.19
  7248  286.7441667  11.0713889   5.09  B8  264874.97
  7249  287.0695833 -19.2900000   5.54  B2  266096.05
  7250  286.6600000  24.2508333   5.77  A4  269450.17
  7251  286.2300000  53.3966667   5.38  A0  289463.95
  7252  286.2912500  49.9233333   6.43  K3  286542.57
  7253  286.6570833  28.6286111   5.55  F0  271540.22
  7254  287.3679167 -37.9044444   4.11  A2  274957.16
  7255  287.4154167 -39.8280556   6.46  K0  276162.01
  7256  287.4016667 -36.1647222   6.56  A0  273701.34
  7257  287.4908333 -41.8925000   5.88  B6  277458.13
  7258  286.5708333  41.4138889   6.49  B3  279539.29
  7259  287.5070833 -39.3408333   4.11  K0  275567.93
  7260  286.9887500  16.8533333   6.07  G5  265541.76
  7261  286.8566667  32.5016667   5.23  F0  273038.83
  7262  286.8254167  36.1002778   5.28  B6  275308.42
  7263  287.0150000  21.6988889   6.23  F3  267204.34
  7264  287.4408333 -21.0236111   2.89  F2  265512.86
  7265  287.4504167 -19.8036111   6.13  K1  265002.19
  7266  287.2495833   6.0733333   5.22  F0  262260.87
  7267  287.1675000  16.8513889   6.48  F5  264927.70
  7268  287.7575000 -39.0050000   6.36  B7  274644.75
  7269  287.4650000  -0.4280556   6.34  B5  261127.81
  7270  287.8287500 -29.5022222   6.30  B9  268363.68
  7271  288.1920833 -50.4863889   6.13  G8  282752.54
  7272  287.2683333  34.6005556   6.74  G1  273084.94
  7273  288.0408333 -37.5827778   6.57  G2  272855.04
  7274  289.1187500 -69.1905556   6.27  A6  299945.03
  7275  287.1075000  52.4255556   5.81  K1  286798.94
  7276  288.1166667 -21.6580556   6.41  G8  263526.73
  7277  288.3070833 -25.9066667   5.80  K1  264916.45
  7278  289.3000000 -66.6613889   5.53  A5  296914.32
  7279  288.1695833  -7.9394444   5.34  B3  259238.05
  7280  287.8787500  26.7358333   6.36  F5  266712.23
  7281  288.6654167 -45.1933333   5.92  G8  277075.66
  7282  288.3145833 -12.2825000   5.51  K4  259628.31
  7283  287.9416667  31.2833333   5.98  B9  269050.80
  7284  287.8462500  40.4291667   6.18  A3  275434.49
  7285  288.1433333  16.8463889   6.73  B9  261578.07
  7286  288.1529167  21.5544444   5.93  A2  263361.61
  7287  288.4279167   2.2936111   5.15  B8  257714.56
  7288  288.4337500   5.5158333   6.49  A2  257956.75
  7289  289.0904167 -45.4663889   5.40  K3  276262.77
  7290  287.4408333  65.9786111   6.25  A0  298770.85
  7291  288.8883333 -24.1791667   6.25  F9  262162.90
  7292  288.8850000 -25.2566667   4.85  G8  262723.00
  7293  288.0191667  49.8541667   6.75  G4  282584.98
  7294  288.0208333  49.8561111   6.57  G4  282582.92
  7295  287.9187500  56.8591667   5.12  G8  289140.19
  7296  289.1366667 -33.5216667   6.25  G0  266901.77
  7297  289.5391667 -53.3866667   6.38  F7  282578.39
  7298  288.4395833  39.1461111   4.39  B2  272880.22
  7299  288.7608333  20.2033333   6.00  G8  260756.76
  7300  288.8337500  15.0836111   5.57  G8  258617.61
  7301  288.8225000  21.2322222   5.64  A4  260993.28
  7302  288.8533333  30.5263889   5.85  M0  265816.17
  7303  289.1291667   4.8347222   5.59  A3  255389.50
  7304  289.4087500 -18.9530556   4.96  G8  258055.52
  7305  288.9875000  27.4555556   6.54  B8  263588.05
  7306  289.0541667  21.3902778   4.77  B4  260292.69
  7307  289.1116667  14.5447222   5.63  B9  257484.22
  7308  288.9975000  27.9269444   6.16  F6  263824.59
  7309  288.4800000  57.7050000   4.99  K2  288899.43
  7310  288.1387500  67.6616667   3.07  G9  299536.47
  7311  288.8304167  50.0708333   6.27  G8  280957.32
  7312  287.2908333  76.5605556   5.13  A9  309739.95
  7313  289.4508333   2.0316667   6.19  A1  254022.79
  7314  289.0920833  38.1336111   4.36  K0  270329.00
  7315  289.4541667  11.5952778   5.28  F0  255449.99
  7316  289.9166667 -35.4213889   5.59  B3  265978.29
  7317  289.7504167 -15.5363889   6.06  K3  255598.29
  7318  289.4316667  23.0255556   5.43  B0  259815.48
  7319  289.6354167   1.0852778   5.10  K2  253325.70
  7320  291.0225000 -68.3711111   6.34  K2  296646.08
  7321  289.7120833   0.3391667   6.41  K0  253037.79
  7322  289.2141667  46.9991667   6.00  F6  277306.22
  7323  290.1091667 -31.8177778   6.58  M0  262848.83
  7324  289.5033333  31.0222222   6.68  A3  264149.54
  7325  289.7195833   9.6180556   6.32  G9  254047.81
  7326  289.7020833  19.6105556   6.58  B8  257341.30
  7327  290.1587500 -22.4025000   5.58  F0  257115.24
  7328  289.2758333  53.3686111   3.77  G9  283104.89
  7329  290.7129167 -54.4236111   5.05  A0  281251.51
  7330  290.3745833 -34.9838889   6.48  G5  264334.55
  7331  289.9137500  12.3747222   5.53  F0  254043.92
  7332  289.9708333  11.5350000   6.02  A2  253616.89
  7333  290.1370833  -5.4158333   5.01  G8  251844.03
  7334  290.5400000 -42.0161111   6.34  K1  269603.65
  7335  289.7658333  33.3888889   6.60  B2  264955.53
  7336  290.1487500  -0.8922222   5.49  B9  251473.68
  7337  290.6595833 -44.4588889   4.01  B9  271492.56
  7338  289.7550000  37.4452778   6.22  A0  267962.25
  7339  290.4045833 -19.2341667   6.26  B5  254810.34
  7340  290.4183333 -17.8472222   3.93  F0  254177.04
  7341  289.6570833  49.5697222   6.31  K1  278637.22
  7342  290.4316667 -15.9550000   4.61  B2  253398.23
  7343  290.8050000 -44.7997222   4.29  F2  271447.83
  7344  290.4620833 -18.3083333   5.87  G9  254219.01
  7345  289.9120833  37.3305556   6.31  G8  267434.98
  7346  290.1379167  35.1861111   6.31  B9  265167.63
  7347  290.5862500  -8.2011111   6.31  B3  250681.22
  7348  290.9716667 -40.6161111   3.97  B8  267248.14
  7349  290.5895833  -0.2525000   5.83  G8  249878.25
  7350  291.0891667 -43.7230556   6.17  M1  269739.60
  7351  289.9020833  54.3761111   6.26  A1  282829.39
  7352  288.8875000  73.3555556   4.45  K2  304847.39
  7353  290.7691667  -7.4002778   6.32  K0  249882.19
  7354  290.7016667   9.9130556   6.35  F6  250636.52
  7355  291.1254167 -27.8655556   6.04  B2  257113.87
  7356  290.0670833  57.6452778   5.91  M1  285908.70
  7357  290.7841667  14.9211111   6.64  F1  251810.44
  7358  290.7120833  26.2625000   5.18  B6  257430.43
  7359  290.6391667  33.5180556   6.06  K0  262477.20
  7360  291.2670833 -29.3091667   5.93  K3  257621.74
  7361  289.9420833  64.3908333   6.52  B9  293481.06
  7362  291.3187500 -24.5086111   5.03  Am  254457.73
  7363  291.3737500 -23.9622222   5.43  K4  253967.89
  7364  290.9454167  20.2644444   6.40  B9  253461.81
  7365  290.3558333  57.7669444   6.43  K2  285508.57
  7366  291.2566667  -4.8841667   6.52  A9  247767.28
  7367  291.3400000 -13.8969444   5.69  K3  249529.59
  7368  290.8916667  33.2222222   6.37  G8  261516.61
  7369  291.0920833  16.9377778   6.25  A2  251508.69
  7370  291.9504167 -54.3252778   5.69  K4  278671.09
  7371  290.1670833  65.7147222   4.59  A2  294654.29
  7372  291.0316667  29.6213889   4.97  B3  258556.73
  7373  291.2425000  11.9444444   5.16  G8  249260.21
  7374  291.0933333  28.0877778   6.53  B5  257356.80
  7375  291.5800000 -21.7766667   5.59  K3  252102.60
  7376  291.0254167  36.4519444   6.36  K1  263615.55
  7377  291.3745833   3.1147222   3.36  F3  247170.74
  7378  291.5462500 -15.0530556   5.72  B8  249220.78
  7379  291.6025000 -14.5511111   6.70  A1  248844.38
  7380  291.7354167 -29.7433333   5.67  B9  256479.48
  7381  290.8491667  50.2713889   6.51  B9  276664.50
  7382  290.9854167  43.3880556   5.84  G7  269692.30
  7383  292.7954167 -68.4338889   5.96  K4  294524.84
  7384  291.3433333  20.2713889   6.31  A0  252133.23
  7385  291.3691667  19.7986111   5.16  K0  251820.65
  7386  291.3575000  24.9127778   6.19  F7  254567.16
  7387  291.6295833   0.3386111   4.66  F2  246134.93
  7388  292.4691667 -55.4413889   6.13  K0  278924.97
  7389  291.6004167  13.0238889   5.74  F6  248335.12
  7390  291.5550000  20.0977778   5.63  A0  251340.55
  7391  291.6195833  19.8913889   5.81  M0  251024.42
  7392  292.3495833 -43.4458333   5.71  Am  266305.92
  7393  292.6437500 -55.1100000   6.30  F5  278200.72
  7394  259.2366667  89.0377778   6.38  M1  324646.88
  7395  291.5379167  36.3177778   5.15  B9  262059.62
  7396  291.8912500  14.2825000   6.32  B4  247746.97
  7397  292.0866667   2.9302778   5.85  B6  244597.43
  7398  292.4675000 -26.9855556   5.52  K3  252322.57
  7399  292.5612500 -32.0922222   6.60  F3  255714.41
  7400  292.2541667   1.9502778   5.80  A0  243933.89
  7401  291.4445833  58.0272222   6.60  B8  283815.11
  7402  292.3395833  -7.0438889   6.61  F7  244216.83
  7403  291.9020833  37.9411111   6.34  B3  262409.67
  7404  292.3250000   0.2461111   6.25  K2  243630.78
  7405  292.1762500  24.6650000   4.44  M0  251780.70
  7406  292.2375000  24.7686111   5.81  K0  251646.02
  7407  292.3420833  14.5958333   5.56  K0  246296.98
  7408  291.8579167  52.3205556   5.75  A1  276645.50
  7409  292.3370833  20.2797222   6.33  B5  248813.44
  7410  292.7250000 -21.3122222   6.13  A2  248063.54
  7411  293.2241667 -53.1858333   5.75  Fm  274796.20
  7412  292.5437500   2.9041667   6.09  K5  242952.45
  7413  291.6104167  62.5572222   6.38  K5  288819.80
  7414  292.6658333  -2.7888889   5.03  M1  242505.01
  7415  292.6379167   3.4444444   6.05  A0  242658.87
  7416  293.3400000 -45.2719444   5.61  Ap  265718.17
  7417  292.6804167  27.9597222   3.08  K3  252315.25
  7418  292.6887500  27.9652778   5.11  B8  252293.09
  7419  292.6954167  36.2286111   6.25  B9  258718.24
  7420  292.4262500  51.7297222   3.79  A5  274797.09
  7421  292.8408333  26.6172222   5.87  K0  250898.41
  7422  293.5354167 -40.0347222   5.89  A3  259910.73
  7423  290.4175000  79.6027778   6.05  A3  311005.19
  7424  293.8041667 -48.0991667   4.90  K0  267705.14
  7425  288.7825000  83.4627778   6.53  A3  316437.34
  7426  292.9429167  34.4530556   4.74  B3  256500.63
  7427  292.8304167  50.3066667   5.53  K1  272347.29
  7428  292.8066667  55.7319444   6.37  K2  278615.95
  7429  293.5225000   7.3788889   4.45  K3  240061.95
  7430  293.7804167 -10.5602778   5.12  G9  239927.42
  7431  294.0070833 -24.7191667   5.65  A7  245919.40
  7432  293.8741667  -7.4602778   6.34  K0  238825.14
  7433  293.8900000 -12.2527778   6.27  K0  240072.53
  7434  294.6079167 -57.9833333   6.18  K0  278085.82
  7435  294.9670833 -66.6855556   6.39  A1  289379.80
  7436  293.4016667  38.7622222   6.61  A3  259052.45
  7437  293.6454167  19.7733333   5.00  B8  244172.13
  7438  293.8550000   2.9133333   6.38  F6  238239.87
  7439  294.1087500 -18.8527778   6.11  F0  242134.60
  7440  294.1766667 -24.8836111   4.60  B9  245483.84
  7441  293.7120833  29.4630556   5.38  F8  250216.33
  7442  293.4233333  49.2625000   5.96  M4  269871.58
  7443  294.2637500 -18.2311111   5.64  K3  241294.46
  7444  293.6716667  42.4127778   5.35  A2  261925.03
  7445  294.0333333  11.1500000   6.68  A3  239212.94
  7446  294.2229167  -7.0275000   4.95  B0  237494.11
  7447  294.1804167  -1.2863889   4.36  B5  236973.84
  7448  293.2920833  60.1586111   6.29  K4  283148.68
  7449  294.0658333  14.3916667   6.38  K0  240244.86
  7450  292.7508333  70.9894444   6.07  K2  297947.09
  7451  293.5825000  51.2366667   5.73  F7  271777.58
  7452  294.0345833  22.5858333   6.32  B9  244478.55
  7453  293.6662500  48.1647222   6.67  A9  268093.50
  7454  294.3933333 -14.3016667   5.47  F5  239073.76
  7455  295.4062500 -65.8541667   6.09  M0  287611.92
  7456  294.2187500  11.2733333   5.98  G0  238599.17
  7457  293.9512500  36.9444444   6.05  B8  255843.84
  7458  294.1570833  20.3327778   7.14  F2  242764.03
  7459  295.0762500 -54.4175000   6.26  K0  272602.28
  7460  294.4470833  -4.6475000   5.46  F3  236298.71
  7461  294.9250000 -45.2780556   6.25  F2  261898.74
  7462  293.0900000  69.6611111   4.68  K0  295796.31
  7463  294.3225000  16.4627778   5.66  G8  240245.38
  7464  294.9820833 -39.4333333   6.61  A2  255462.96
  7465  293.9829167  50.2386111   6.52  G9  269753.93
  7466  294.2891667  29.3336111   6.43  B5  248348.60
  7467  294.2358333  38.3838889   6.50  B5  256427.41
  7468  294.1579167  44.6950000   5.17  G9  263112.63
  7469  294.1104167  50.2211111   4.48  F4  269455.74
  7470  294.9558333 -23.4277778   6.34  B9  242004.63
  7471  294.7041667   3.3816667   6.35  B3  235230.20
  7472  294.5729167  20.7827778   6.48  K0  241634.21
  7473  295.0295833 -23.4286111   5.97  K1  241765.65
  7474  294.7983333   5.3977778   5.17  B3  235148.40
  7475  294.8558333  16.5713889   6.38  K4  238470.44
  7476  295.1808333 -16.2933333   6.20  K2  237226.87
  7477  294.4862500  49.2844444   6.47  G6  267530.72
  7478  294.8441667  30.1533333   4.69  G8  247309.52
  7479  295.0241667  18.0138889   4.37  G1  238608.38
  7480  295.1804167  -0.6211111   5.67  A3  233356.20
  7481  294.9375000  33.9791667   6.10  A3  250326.62
  7482  295.1179167  20.4766667   6.50  B0  239644.55
  7483  294.8604167  42.8183333   5.40  B9  259339.16
  7484  294.6716667  54.9738889   5.82  F6  274098.37
  7485  295.1654167  23.7175000   6.64  B6  241516.60
  7486  295.2729167  13.8155556   6.01  B5  235825.86
  7487  294.8933333  45.9580556   6.20  G8  262745.51
  7488  295.2620833  17.4761111   4.37  G8  237526.71
  7489  295.6295833 -16.1238889   5.06  F1  235608.87
  7490  295.3120833  22.4527778   6.36  K0  240211.50
  7491  295.9066667 -37.5388889   6.16  B8  251028.87
  7492  295.1716667  43.0777778   6.16  M2  258840.54
  7493  295.5533333  12.1933333   6.34  B9  234227.13
  7494  299.0062500 -81.3497222   6.39  K3  308943.51
  7495  295.2091667  45.5250000   5.06  F5  261498.17
  7496  295.8895833 -15.4700000   5.49  F5  234409.31
  7497  295.6416667  11.8266667   5.27  G0  233786.70
  7498  297.3554167 -72.5033333   5.41  A4  295412.78
  7499  295.4895833  40.2538889   6.23  A6  254974.07
  7500  295.0541667  60.5072222   6.51  A5  280679.61
  7501  295.7045833  29.3316667   6.49  F1  244016.40
  7502  295.6858333  32.4266667   5.94  A5  246743.42
  7503  295.4537500  50.5252778   5.96  G1  266916.62
  7504  295.4666667  50.5175000   6.20  G2  266879.21
  7505  295.7895833  30.6786111   6.05  A1  244895.65
  7506  295.9287500  25.7719444   5.49  G8  240520.75
  7507  296.5050000 -31.9086111   5.52  B8  243857.31
  7508  295.9829167  27.1355556   6.28  B7  241390.43
  7509  295.5170833  55.4633333   6.48  M5  273110.53
  7510  297.0050000 -56.3625000   5.35  A7  271556.02
  7511  296.1420833  13.3027778   6.26  B9  232596.25
  7512  295.9641667  34.1625000   6.05  B8  247538.46
  7513  297.4720833 -66.8127778   6.45  K4  286325.49
  7514  295.9375000  41.7730556   5.84  M0  255461.90
  7515  296.5904167 -19.7611111   4.86  K1  234311.29
  7516  296.4675000  -2.8833333   6.48  B3  228846.99
  7517  296.0691667  37.3544444   4.89  G7  250394.88
  7518  296.2029167  29.2647222   6.82  F2  242438.62
  7519  296.4162500   7.6133333   5.91  A3  229803.77
  7520  296.1591667  34.4138889   6.57  M1  247219.68
  7521  297.2295833 -52.8880556   6.25  K1  266305.41
  7522  295.8108333  58.0163889   6.22  G0  275998.72
  7523  296.2041667  40.7166667   6.34  M4  253607.50
  7524  297.7554167 -65.6050000   6.05  F2  284077.20
  7525  296.5650000  10.6133333   2.72  K3  230126.60
  7526  295.9150000  57.0425000   6.27  K2  274485.19
  7527  297.5904167 -61.0613889   6.21  B5  277379.22
  7528  296.2437500  45.1308333   2.87  B9  258561.11
  7529  296.4150000  36.0911111   6.43  B9  248151.85
  7530  296.4641667  35.0127778   6.09  K0  246935.30
  7531  297.6866667 -59.1930556   5.42  A0  274441.38
  7532  297.0125000 -13.7033333   6.11  A6  229737.28
  7533  296.6645833  25.1338889   6.62  A7  237703.89
  7534  296.6066667  33.7277778   4.99  F7  245272.64
  7535  296.6458333  32.8886111   6.18  K3  244357.18
  7536  296.8470833  18.5341667   3.82  M2  232730.62
  7537  297.5575000 -47.5572222   5.94  M1  258506.41
  7538  297.2983333 -28.7888889   6.05  F2  238682.23
  7540  296.9525000  25.3838889   5.95  K0  236977.26
  7541  297.2591667 -10.8708333   6.04  K5  227769.63
  7542  297.1266667  10.6941667   6.44  F8  228175.21
  7543  296.8658333  38.4075000   5.77  B8  249338.49
  7544  297.1754167  11.8158333   5.72  G2  228406.11
  7545  296.0770833  69.3369444   5.92  A2  291875.46
  7546  297.2445833  19.1422222   5.00  A3  231750.38
  7547  296.8616667  47.9077778   6.12  M2  260529.89
  7548  298.1566667 -54.9711111   5.74  G8  267425.14
  7549  298.1625000 -54.9766667   6.50  A2  267422.14
  7550  297.1829167  35.3113889   6.53  F4  245204.88
  7551  297.2108333  33.4372222   6.44  B0  243245.40
  7552  297.9608333 -39.8744444   5.33  A0  248076.17
  7553  297.6950000 -10.7636111   5.39  F0  226198.30
  7554  297.5729167   7.9025000   6.51  B2  225759.04
  7555  297.3645833  38.7100000   6.11  G5  248332.07
  7556  297.4775000  28.4405556   6.38  B5  237830.70
  7557  297.6958333   8.8683333   0.77  A7  225587.26
  7558  298.6683333 -61.1708333   6.24  A4  275848.64
  7559  297.7962500  -2.4608333   6.13  K5  224033.76
  7560  297.7566667  10.4155556   5.11  F8  225860.63
  7561  298.0500000 -19.0450000   5.92  G5  228990.65
  7562  297.8237500   9.6302778   6.25  A1  225365.60
  7563  296.6862500  68.4383333   6.34  F0  289800.12
  7564  297.6412500  32.9141667   4.23  S6  241483.44
  7565  297.7670833  22.6100000   4.95  B2  232300.24
  7566  297.6416667  38.7225000   5.12  M2  247605.95
  7567  297.6554167  40.5997222   5.69  B1  249712.66
  7568  297.6958333  37.8263889   6.06  M4  246463.88
  7569  298.0145833  11.6288889   6.13  G0  225393.60
  7570  298.1183333   1.0055556   3.90  F6  222790.97
  7571  298.2766667 -14.6030556   6.48  A0  225771.86
  7572  298.0650000  10.3513889   6.54  B7  224751.80
  7573  298.0066667  24.9922222   5.57  A1  233319.55
  7574  298.0908333  18.6719444   6.23  O7  228625.43
  7575  298.3279167  -3.1144444   5.65  A5  222183.69
  7576  297.6570833  52.9880556   5.03  K3  265586.37
  7577  297.8308333  47.3772222   6.20  F2  257652.25
  7578  298.5737500 -23.9411111   6.18  K2  230682.68
  7579  299.6720833 -69.1638889   5.75  Am  287490.10
  7580  298.3441667   4.4005556   6.53  B9  222288.87
  7581  298.8154167 -41.8683333   4.13  K0  248276.21
  7582  297.0433333  70.2677778   3.83  G7  292211.45
  7583  298.0679167  36.4322222   6.10  K4  243919.79
  7584  298.5341667  -8.5741667   5.79  K5  222528.39
  7585  298.7712500 -33.0463889   6.46  K2  238341.16
  7586  299.2404167 -57.9255556   6.53  K4  269877.96
  7587  299.2758333 -58.9013889   5.26  B9  271330.69
  7588  299.7208333 -68.7622222   6.39  A0  286755.05
  7589  297.9962500  47.0275000   5.62  O9  256819.00
  7590  300.1479167 -72.9105556   3.96  A0  293446.04
  7591  298.0300000  47.9319444   5.91  B2  257931.13
  7592  298.3654167  24.0797222   4.58  B9  231459.21
  7593  298.6566667  -8.2272222   5.71  B7  221994.34
  7594  298.6587500  -8.2372222   6.49  B8  221989.75
  7595  298.5620833   8.4613889   4.71  G9  222396.71
  7596  298.6866667   0.2736111   5.61  A0  220729.29
  7597  298.9600000 -26.2994444   4.70  G5  231383.68
  7598  298.6679167   7.1402778   6.15  A2  221669.10
  7599  298.8316667  -6.7341667   6.51  F2  220988.53
  7600  298.2550000  47.8075000   6.29  B0  257260.86
  7601  298.6295833  24.3194444   5.52  A0  230799.96
  7602  298.8283333   6.4066667   3.71  G8  220926.32
  7603  300.0958333 -66.9494444   5.76  K0  283237.47
  7604  299.2366667 -27.1700000   4.52  K2  231281.97
  7605  299.4220833 -38.0583333   6.55  F4  242081.45
  7606  298.7012500  36.9961111   5.76  G1  242804.61
  7607  298.7770833  30.1952778   6.57  B6  235484.51
  7608  298.3225000  57.5236111   5.14  B5  270868.79
  7609  299.0054167  16.6347222   5.36  G5  224336.57
  7610  299.0595833  11.4238889   5.28  A1  221649.32
  7611  298.3975000  59.7088889   6.06  A3  274033.42
  7612  300.4683333 -66.9441667   5.31  K2  282765.91
  7613  298.9654167  38.4866667   4.94  B5  243805.44
  7614  299.4875000 -15.4913889   5.02  A3  222058.41
  7615  299.0766667  35.0833333   3.89  K0  239639.21
  7616  299.2508333  20.9980556   6.48  A2  226291.66
  7617  299.7350000 -30.5380556   6.28  K1  232957.96
  7618  299.7383333 -26.1955556   4.83  G6  228854.61
  7619  298.9075000  52.4388889   4.92  A4  262301.44
  7620  299.1841667  36.2508333   6.02  B5  240639.05
  7621  300.1054167 -49.3511111   6.17  K0  255342.49
  7622  299.4391667  16.7891667   5.53  B9  222948.31
  7623  299.9341667 -35.2763889   4.37  B3  237455.80
  7624  299.9637500 -34.6977778   5.30  A4  236719.54
  7625  300.4362500 -59.3761111   5.13  M6  270163.85
  7626  298.8420833  58.2502778   6.09  G9  271062.05
  7627  300.1104167 -43.0433333   6.14  M0  246569.70
  7628  299.3079167  40.3680556   5.45  B5  245167.94
  7629  300.0662500 -37.7022222   5.95  G8  239929.87
  7630  300.2012500 -45.1130556   5.81  A8  249143.69
  7631  300.0845833 -33.7038889   5.66  F7  235271.97
  7632  299.1879167  50.9025000   6.43  A1  259518.37
  7633  298.9808333  58.8461111   4.96  K5  271740.50
  7634  299.0791667  56.6869444   6.12  A4  268266.58
  7635  299.6891667  19.4922222   3.47  M0  223798.53
  7636  299.8445833   1.3777778   6.17  G8  216593.71
  7637  299.9475000  -9.9583333   5.88  F8  217974.97
  7638  299.4841667  42.2608333   6.43  A3  247096.58
  7639  300.3600000 -40.8141667   6.29  A2  243034.82
  7640  299.6583333  30.9836111   5.49  B9  233634.79
  7641  299.7937500  23.1013889   5.67  F0  226094.47
  7642  299.6433333  38.1055556   6.32  B5  241545.67
  7643  300.3495833 -22.7372222   6.01  G7  224008.21
  7644  301.3866667 -67.3208333   6.07  G3  282296.54
  7645  300.0137500  17.5166667   5.37  M4  221434.23
